"","album","title","artist","lyrics"
"177","The Tortured Poets Department","Fresh Out The Slammer","Taylor Swift","Now, pretty baby, I'm runnin' back home to you
Fresh out the slammer, I know who my first call will be to
Fresh out the slammer, oh
Another summer, takin' cover
Rollin' thunder, he don't understand me
Splintered back in winter, silent dinners, bitter
He was with her in dreams
Gray and blue and fights and tunnels
Handcuffed to the spell I was under
For just one hour of sunshine
Years of labor, locks and ceilings
In the shade of how he was feelin'
But it's gonna be alright, I did my time
Now, pretty baby, I'm runnin' back home to you
Fresh out the slammer, I know who my first call will be to
Fresh out the slammer, oh
Camera flashes, welcome bashes
Get the matches, toss the ashes off the ledge
As I said in my letters, now that I know better
I will never lose my baby again
My friends tried but I wouldn't hear it
Watched me daily disappearing
For just one glimpse of his smile
All those nights you kept me going
Swirled you into all of my poems
Now we're at the starting line, I did my time
Now, pretty baby, I'm runnin'
To the house where you still wait up and that porch light gleams
To the one who says I'm the girl of his American Dreams
And no matter what I've done, it wouldn't matter anyway
Ain't no way I'm gonna screw up, now that I know what's at stake
Here
At the park where we used to sit on children's swings
Wearing imaginary rings
But it's gonna be alright, I did my time"
"178","The Tortured Poets Department","Florida!!!","Taylor Swift","You can beat the heat
If you beat the charges too
They said I was a cheat
I guess it must be true
And my friends all smell like weed or little babies
And this city reeks of driving myself crazy
Little did you know, your home's really only a town you're just a guest in
So you work your life away just to pay for a timeshare down in Destin
Florida!
Is one hell of a drug
Florida!
Can I use you up?
And the hurricane with my name, when it came
I got drunk and I dared it to wash me away
Barricaded in the bathroom with a bottle of wine
Well, me and my ghosts, we had a hell of a time
Yes, I'm haunted, but I'm feeling just fine
All my girls got their lace and their crimes
And your cheating husband disappeared, well
No one asks any questions here
So I did my best to lay to rest
All of the bodies that have ever been on my body
And in my mind, they sink into the swamp
Is that a bad thing to say in a song?
Little did you know, your home's really only the town you'll get arrested
So you pack your life away just to wait out the shitstorm back in Texas
Florida!
Is one hell of a drug
Florida!
Can I use you up?
I need to forget, so take me to Florida
I've got some regrets, I'll bury them in Florida
Tell me I'm despicable, say it's unforgivable
At least the dolls are beautiful, fuck me up, Florida!
I need to forget, so take me to Florida
I've got some regrets, I'll bury them in Florida
Tell me I'm despicable, say it's unforgivable
What a crash, what a rush, fuck me up, Florida!
It's one hell of a drug
It's one hell of a drug
Love left me like this
And I don't want to exist
So take me to Florida
Little did you know, your home's really only a town you're just a guest in
So you work your life away just to pay for a timeshare down in Destin (Take me to Florida)
Little did you know, your home's really only the town you'll get arrested (Take me to Florida)
So you pack your life away just to wait out the shitstorm back in Texas (Take me to)
Florida!
Is one hell of a drug
(Take me to) Florida!
Can I use you up?
Florida!
Is one hell of a drug
Florida!
Go on, fuck me up"
"179","The Tortured Poets Department","Guilty As Sin?","Taylor Swift","Drowning in the Blue Nile
He sent me ""Downtown Lights""
I hadn't heard it in a while
My boredom's bone-deep
This cage was once just fine
Am I allowed to cry?
I dream of cracking locks
Throwing my life to the wolves or the ocean rocks
Crashing into him tonight, he's a paradox
I'm seeing visions, am I bad?
Or mad? Or wise?
What if he's written ""mine"" on my upper thigh only in my mind?
One slip and falling back into the hedge maze
Oh, what a way to die
I keep recalling things we never did
Messy top lip kiss, how I long for our trysts
Without ever touching his skin
How can I be guilty as sin?
I keep these longings locked
In lowercase, inside a vault
Someone told me there's no such thing as bad thoughts
Only your actions talk
These fatal fantasies giving way to labored breath
Taking all of me, we've already done it in my head
If it's make-believe
Why does it feel like a vow we'll both uphold somehow?
What if he's written ""mine"" on my upper thigh only in my mind?
One slip and falling back into the hedge maze
Oh, what a way to die
My bedsheets are ablaze, I've screamed his name
Building up like waves crashing over my grave
Without ever touching his skin
How can I be guilty as sin?
What if I roll the stone away?
They're gonna crucify me anyway
What if the way you hold me is actually what's holy?
If long-suffering propriety is what they want from me
They don't know how you've haunted me so stunningly
I choose you and me religiously
What if he's written ""mine"" on my upper thigh only in my mind?
One slip and falling back into the hedge maze
Oh, what a way to die
I keep recalling things we never did
Messy top lip kiss, how I long for our trysts
Without ever touching his skin
How can I be guilty as sin?
He sent me ""Downtown Lights""
I hadn't heard it in a while
Am I allowed to cry?"
"180","The Tortured Poets Department","Who's Afraid Of Little Old Me?","Taylor Swift","The ""Who's Who"" of ""Who's That?""
Is poised for the attack
But my bare hands paved their paths
You don't get to tell me about ""sad""
If you wanted me dead
You should've just said
Nothing makes me feel more alive
So I leap from the gallows, and I levitate down your street
Crash the party like a record scratch as I scream
""Who's afraid of little old me?""
You should be
The scandal was contained
The bullet had just grazed
At all costs, keep your good name
You don't get to tell me you feel bad
Is it a wonder I broke? Let's hear one more joke
Then we could all just laugh until I cry
So I leap from the gallows, and I levitate down your street
Crash the party like a record scratch as I scream
""Who's afraid of little old me?""
I was tame, I was gentle till the circus life made me mean
Don't you worry, folks, we took out all her teeth
Who's afraid of little old me?
Well, you should be, you should be, you should be (You should be, you should be)
You should be, you should be, you should be (You should be, you should be)
So tell me everything is not about me
But what if it is?
Then say they didn't do it to hurt me
But what if they did?
I want to snarl and show you just how disturbed this has made me
You wouldn't last an hour in the asylum where they raised me
So all you kids can sneak into my house, with all the cobwebs
I'm always drunk on my own tears, isn't that what they all said?
That I'll sue you if you step on my lawn
That I'm fearsome, and I'm wretched, and I'm wrong
Put narcotics into all of my songs
And that's why you're still singing along
So I leap from the gallows, and I levitate down your street
Crash the party like a record scratch as I scream
""Who's afraid of little old me?""
I was tame, I was gentle till the circus life made me mean
Don't you worry, folks, we took out all her teeth
Who's afraid of little old me?
Well, you should be, you should be, you should be (You should be, you should be)
'Cause you lured me, and you hurt me, and you taught me (You should be, you should be)
You caged me, and then you called me crazy
I am what I am 'cause you trained me
So who's afraid of me?
So who's afraid of little old me?
Who's afraid of little old me?"
"181","The Tortured Poets Department","I Can Fix Him (No Really I Can)","Taylor Swift","The smoke cloud billows out his mouth
Like a freight train through a small town
The jokes that he told across the bar
Were revolting and far too loud
They shake their heads, saying, ""God help her"" when I
Tell 'em he's my man
But your good Lord doesn't need to lift a finger
I can fix him, no really I can
And only I can
The dopamine races through his brain
On a six-lane Texas highway
His hand, so calloused from his pistol
Softly traces hearts on my face
And I could see it from a mile away
A perfect case for my certain skillset
He had a halo of the highest grade
He just hadn't met me yet
They shake their heads, saying, ""God help her"" when I
Tell 'em he's my man
But your good Lord doesn't need to lift a finger
I can fix him, no really I can
And only I can
Good boy, that's right
Come close, I'll show you heaven
If you'll be an angel all night
Trust me, I can handle me a dangerous man
No really I can
They shook their heads, saying, ""God help her"" when I
Told 'em he's my man (I told 'em he's my man)
But your good Lord didn't need to lift a finger
I can fix him, no really I can (No really I can)
Whoa, maybe I can't"
"182","The Tortured Poets Department","‎loml","Taylor Swift","Who's gonna stop us from waltzing back into rekindled flames
If we know the steps anyway?
We embroidered the memories of the time I was away
Stitching, ""We were just kids, babe""
I said, ""I don't mind, it takes time""
I thought I was better safe than starry-eyed
I felt aglow like this
Never before and never since
If you know it in one glimpse, it's legendary
You and I go from one kiss to getting married
Still alive, killing time at the cemetery
Never quite buried
In your suit and tie, in the nick of time
You lowdown boy, you standup guy, you
Holy Ghost, you told me I'm
The love of your life
You said I'm the love of your life
About a million times
Who's gonna tell me the truth, when you blew in with the winds of fate
And told me I reformed you?
When your Impressionist paintings of Heaven turned out to be fakes
Well, you took me to hell too
And all at once, the ink bleeds
A conman sells a fool a get-love-quick scheme
But I felt a hole like this
Never before and ever since
If you know it in one glimpse, it's legendary
What we thought was for all time was momentary
Still alive, killing time at the cemetery
Never quite buried
You cinephile in black and white
All those plot twists and dynamite
Mr. Steal Your Girl, then make her cry
You said I'm the love of your life
You shit-talked me under the table, talking rings and talking cradles
I wish I could un-recall how we almost had it all
Dancing phantoms on the terrace, are they second-hand embarrassed
That I can't get out of bed 'cause something counterfeit's dead?
It was legendary
It was momentary
It was unnecessary, should've let it stay buried
Oh, what a valiant roar
What a bland goodbye
The coward claimed he was a lion
I'm combing through the braids of lies
""I'll never leave""
""Never mind""
Our field of dreams, engulfed in fire
Your arson's match, your somber eyes
And I'll still see it until I die
You're the loss of my life"
"183","The Tortured Poets Department","I Can Do It With A Broken Heart","Taylor Swift","I can read your mind
""She's having the time of her life""
There in her glittering prime
The lights refract sequin stars
Off her silhouette every night
I can show you lies
'Cause I'm a real tough kid
I can handle my shit
They said, ""Babe, you gotta fake it 'til you make it""
And I did
Lights, camera, bitch, smile
Even when you want to die
He said he'd love me all his life
But that life was too short
Breaking down, I hit the floor
All the pieces of me shattered
As the crowd was chanting ""More!""
I was grinning like I'm winning
I was hitting my marks
'Cause I can do it with a broken heart
I'm so depressed, I act like it's my birthday
Every day
I'm so obsessed with him, but he avoids me
Like the plague
I cry a lot, but I am so productive
It's an art
You know you're good when you can even do it with a broken heart
I can hold my breath
I've been doing it since he left
I keep finding his things in drawers
Crucial evidence, I didn't imagine the whole thing
I'm sure I can pass this test
'Cause I'm a real tough kid
I can handle my shit
They said, ""Babe, you gotta fake it 'til you make it""
And I did
Lights, camera, bitch, smile
In stilettos for miles
He said he'd love me for all time
But that time was quite short
Breaking down, I hit the floor
All the pieces of me shattered
As the crowd was chanting ""More!""
I was grinning like I'm winning
I was hitting my marks
'Cause I can do it with a broken heart
I'm so depressed, I act like it's my birthday
Every day
I'm so obsessed with him, but he avoids me
Like the plague
I cry a lot, but I am so productive
It's an art
You know you're good when you can even do it with a broken heart
You know you're good when you can even do it with a broken heart
You know you're good, and I'm good
'Cause I'm miserable!
And nobody even knows!
Try and come for my job"
"184","The Tortured Poets Department","The Smallest Man Who Ever Lived","Taylor Swift","Was any of it true?
Gazing at me starry-eyed
In your Jehovah's Witness suit
Who the fuck was that guy?
You tried to buy some pills
From a friend of friends of mine
They just ghosted you
Now you know what it feels like
And I don't even want you back, I just want to know
If rusting my sparkling summer was the goal
And I don't miss what we had, but could someone give
A message to the smallest man who ever lived?
You hung me on your wall
Stabbed me with your push pins
In public, showed me off
Then sank in stoned oblivion
'Cause once your queen had come
You'd treat her like an also-ran
You didn't measure up
In any measure of a man
And I don't even want you back, I just want to know
If rusting my sparkling summer was the goal
And I don't miss what we had, but could someone give
A message to the smallest man who ever lived?
Were you sent by someone
Who wanted me dead?
Did you sleep with a gun underneath our bed?
Were you writing a book?
Were you a sleeper cell spy?
In fifty years will all this be declassified?
And you'll confess why you did it
And I'll say, ""Good riddance""
'Cause it wasn't sexy once it wasn't forbidden
I would've died for your sins
Instead I just died inside
And you deserve prison, but you won't get time
You'll slide into inboxes and slip through the bars
You crashed my party and your rental car
You said normal girls were ""boring""
But you were gone by the morning
You kicked out the stage lights, but you're still performing
And in plain sight you hid
But you are what you did
And I'll forget you, but I'll never forgive
The smallest man who ever lived"
"185","The Tortured Poets Department","The Alchemy","Taylor Swift","This happens once every few lifetimes
These chemicals hit me like white wine
What if I told you I'm back?
The hospital was a drag
Worst sleep that I ever had
I circled you on a map
I haven't come around in so long
But I'm coming back so strong
So when I
Touch down, call the amateurs and cut 'em from the team
Ditch the clowns, get the crown, baby, I'm the one to beat
'Cause the sign on your heart said it's still reserved for me
Honestly, who are we to fight the alchemy?
Hey, you
What if I told you we're cool?
That child's play back in school is forgiven under my rule
I haven't come around in so long
But I'm making a comeback to where I belong
So when I
Touch down, call the amateurs and cut 'em from the team
Ditch the clowns, get the crown, baby, I'm the one to beat
'Cause the sign on your heart said it's still reserved for me
Honestly, who are we to fight the alchemy?
These blokes warm the benches, we been on a winning streak
He jokes that it's heroin but this time with an ""E""
'Cause the sign on your heart said it's still reserved for me
Honestly, who are we to fight the alchemy?
Shirts off, and your friends lift you up over their heads
Beer sticking to the floor, cheers chanted 'cause they said
There was no chance, tryna be the greatest in the league
Where's the trophy?
He just comes running over to me
Touch down, call the amateurs and cut 'em from the team
Ditch the clowns, get the crown, baby, I'm the one to beat
'Cause the sign on your heart said it's still reserved for me
Honestly, who are we to fight the alchemy?
These blokes warm the benches, we been on a winning streak
He jokes that it's heroin but this time with an ""E""
'Cause the sign on your heart said it's still reserved for me
Honestly, who are we to fight the alchemy?
This happens once every few lifetimes
These chemicals hit me like white wine"
"186","The Tortured Poets Department","Clara Bow","Taylor Swift","""You look like Clara Bow
In this light, remarkable
All your life, did you know
You'd be picked like a rose?""
""I'm not trying to exaggerate
But I think I might die if it happened
Die if it happened to me
No one in my small town
Thought I'd see the lights of Manhattan""
""This town is fake, but you're the real thing
Breath of fresh air through smoke rings
Take the glory, give everything
Promise to be dazzling""
""You look like Stevie Nicks
In '75, the hair and lips
Crowd goes wild at her fingertips
Half moonshine, a full eclipse""
""I'm not trying to exaggerate
But I think I might die if I made it
Die if I made it
No one in my small town
Thought I'd meet these suits in L.A.
They all wanna say""
""This town is fake, but you're the real thing
Breath of fresh air through smoke rings
Take the glory, give everything
Promise to be dazzling""
""The crown is stained, but you're the real queen
Flesh and blood amongst war machines
You're the new God we're worshipping
Promise to be dazzling""
Beauty is a beast that roars
Down on all fours
Demanding, ""More""
Only when your girlish glow
Flickers just so
Do they let you know?
It's hell on earth to be heavenly
Them's the breaks, they don't come gently
""You look like Taylor Swift
In this light, we're loving it
You've got edge she never did
The future's bright, dazzling"""
"187","The Tortured Poets Department","The Black Dog","Taylor Swift","I am someone who, until recent events
You shared your secrets with
And your location
You forgot to turn it off
And so I watch as you walk
Into some bar called The Black Dog
And pierce new holes in my heart
You forgot to turn it off
And it hits me
I just don't understand
How you don't miss me
In The Black Dog
When someone plays 'The Starting Line' and you jump up
But she's too young to know this song
That was intertwined in the magic fabric of our dreaming
Old habits die screaming
I move through the world with the heartbroken
My longings stay unspoken
And I may never open up the way I did for you
And all of those best laid plans
You said I needed a brave man
Then proceeded to play him
Until I believed it too
And it kills me
I just don't understand
How you don't miss me
In the shower
And remember
How my rain-soaked body was shaking
Do you hate me?
Was it hazing?
For a cruel fraternity I pledged
And I still mean it
Old habits die screaming
Six weeks of breathing clean air
I still miss the smoke
Were you making fun of me with some esoteric joke?
Now I want to sell my house and set fire to all my clothes
And hire a priest to come and exorcise my demons
Even if I die screaming
And I hope you hear it
And I hope it's shitty
In The Black Dog
When someone plays The Starting Line and you jump up
But she's too young to know this song
That was intertwined in the tragic fabric of our dreaming
'Cause tail between your legs you're leaving
And I still can't believe it
'Cause old habits die screaming"
"188","The Tortured Poets Department","imgonnagetyouback","Taylor Swift","Lilac short skirt
The one that fits me like skin
Did your research
You knew the price goin' in
And I'll tell you one thing, honey
I can tell when somebody still wants me, come clean
Standing at the bar like something's funny, bubbly
Once you fix your face, I'm goin' in
Whether I'm gonna be your wife or
Gonna smash up your bike, I
Haven't decided yet
But I'm gonna get you back
Whether I'm gonna curse you out or
Take you back to my house, I
Haven't decided yet
But I'm gonna get you back
I hear the whispers in your eyes
I'll make you wanna think twice
You'll find that you were never not mine
You're mine
Small talk, big love
Act like I don't care what you did
I'm an Aston Martin
That you steered straight into the ditch
Then ran and hid
And I'll tell you one thing, honey
I can take the upper hand and touch your body
Flip the script and leave you like a dumb house party
Or I might just love you 'til the end
Whether I'm gonna be your wife or
Gonna smash up your bike, I
Haven't decided yet
But I'm gonna get you back
Whether I'm gonna flip you off or
Pull you into the closet
I haven't decided yet
But I'm gonna get you back
I hear the whispers in your eyes
I'll make you wanna think twice, you'll find
That you were never not mine
You're mine
I can feel it comin', hummin' in the way you move
Push the reset button, we're becoming something new
Say you got somebody, I'll say, ""I got someone too""
Even if it's handcuffed, I'm leaving here with you
Bygones will be bygone eras fadin' into gray
We broke all the pieces but still want to play the game
Told my friends, ""I hate you but I love you just the same""
Pick your poison, babe
I'm poison either way
Whether I'm gonna be your wife or
Gonna smash up your bike, I
Haven't decided yet
But I'm gonna get you back
Whether I'm gonna curse you out or
Take you back to my house, I
Haven't decided yet
But I'm gonna get you back
I hear the whispers in your eyes
I'll make you wanna think twice
You'll find that you were never not mine
I'm gonna get you back"
"189","The Tortured Poets Department","The Albatross","Taylor Swift","Wise men once said
""Wild winds are death to the candle""
A rose by any other name is a scandal
Cautions issued, he stood
Shooting the messengers
They tried to warn him about her
Cross your thoughtless heart
Only liquor anoints you
She's the albatross
She is here to destroy you
Wise men once said
""One bad seed kills the garden""
""One less temptress
One less dagger to sharpen""
Locked me up in towers
But I'd visit in your dreams
And they tried to warn you about me
Cross your thoughtless heart
Only liquor anoints you
She's the albatross
She is here to destroy you
Devils that you know
Raise worse hell than a stranger
She's the death you chose
You're in terrible danger
And when that sky rains fire on you
And you're persona non grata
I'll tell you how I've been there too
And that none of it matters
Wise men once read fake news
And they believed it
Jackals raised their hackles
You couldn't conceive it
You were sleeping soundly when they dragged you from your bed
And I tried to warn you about them
So I crossed my thoughtless heart
Spread my wings like a parachute
I'm the albatross
I swept in at the rescue
The devil that you know
Looks now more like an angel
I'm the life you chose
And all this terrible danger
So cross your thoughtless heart
She's the albatross
She is here to destroy you"
"190","The Tortured Poets Department","Chloe or Sam or Sophia or Marcus","Taylor Swift","Your hologram stumbled into my apartment
Hands in the hair of somebody in darkness
Named Chloe or Sam or Sophia or Marcus
And I just watched it happen
As the decade would play us for fools
And you saw my bones out with somebody new
Who seemed like he would've bullied you in school
And you just watched it happen
If you want to break my cold, cold heart
Just say, ""I loved you the way that you were""
If you want to tear my world apart
Just say you've always wondered
You said some things that I can't unabsorb
You turned me into an idea of sorts
You needed me, but you needed drugs more
And I couldn't watch it happen
I changed into goddesses, villains, and fools
Changed plans and lovers and outfits and rules
All to outrun my desertion of you
And you just watched it
If you want to break my cold, cold heart
Just say, ""I loved you the way that you were""
If you want to tear my world apart
Just say you've always wondered
If the glint in my eye traced the depths of your sigh
Down that passage in time
Back to the moment I crashed into you
Like so many wrecks do
Too impaired by my youth
To know what to do
So if I sell my apartment
And you have some kids with an internet starlet
Will that make your memory fade from this scarlet maroon?
Like it never happened
Could it be enough to just float in your orbit?
Can we watch our phantoms like watching wild horses?
Cooler in theory, but not if you force it
To be, it just didn't happen
So if you want to break my cold, cold heart
Say you loved me
And if you want to tear my world apart
Say you'll always wonder
'Cause I wonder
Will I always
Will I always wonder?"
"191","Black-Sabbath","Black Sabbath","Black Sabbath","What is this that stands before me?
Figure in black which points at me
Turn 'round quick and start to run
Find out I'm the chosen one
Oh, no

Big black shape with eyes of fire
Tellin' people their desire
Satan's sittin' there, he's smilin'
Watches those flames get higher and higher
Oh, no, no, please, God, help me

Is it the end, my friend?
Satan's comin' 'round the bend
People runnin' 'cause they're scared
The people better go and beware
No, no, please, no"
"192","Black-Sabbath","The Wizard","Black Sabbath","Misty morning, clouds in the sky
Without warning, a wizard walks by
Casting his shadow, weaving his spell
Long grey cloak, twinkling bell

Never talking
Just keeps walking
Causing his magic

Evil power disappears
Demons worry when the wizard is near
He turns tears into joy
Everyone's happy when the wizard walks by

Never talking
Just keeps walking
Causing his magic

Sun is shining, clouds have gone by
All the people give a happy sigh
He has passed by, giving his sign
Left all the people feeling so fine

Never talking
Just keeps walking
Spreading his magic"
"193","Black-Sabbath","Behind the Wall of Sleep","Black Sabbath","Visions cupped within a flower
Deadly petals with strange power
Faces shine a deadly smile
Look upon you at your trial

Chill and numbs from head to toe
Icy sun with frosty glow
Words that glow read to your sorrow
Words that glow read ""No tomorrow""

Feel your spirit rise with the breeze
Feel your body falling to its knees
Take your wall of remorse
Turns your body to a corpse
Turns your body to a corpse
Turns your body to a corpse
Sleeping wall of remorse
Turns your body to a corpse


Now from darkness, there springs light
Wall of sleep is cool and bright
Wall of sleep is lying broken
Sun shines in, you have awoken"
"194","Black-Sabbath","N.I.B.","Black Sabbath","Oh, yeah
Some people say my love cannot be true
Please believe me, my love, and I'll show you
I will give you those things you thought unreal
The sun, the moon, the stars, all bear my seal

Oh, yeah
Follow me now and you will not regret
Leaving the life you led before we met
You are the first to have this love of mine
Forever with me till the end of time

Your love for me has just got to be real
Before you know the way I'm going to feel
I'm going to feel
I'm going to feel

Oh, yeah
Now, I have you with me under my power
Our love grows stronger now with every hour
Look into my eyes, you'll see who I am
My name is Lucifer, please take my hand


Oh, yeah
Follow me now and you will not regret
Leaving the life you led before we met
You are the first to have this love of mine
Forever with me till the end of time

Your love for me has just got to be real
Before you know the way I'm going to feel
I'm going to feel
I'm going to feel

Oh, yeah
Now, I have you with me under my power
Our love grows stronger now with every hour
Look into my eyes, you'll see who I am
My name is Lucifer, please take my hand"
"195","Black-Sabbath","Evil Woman, Don't Play Your Games With Me",NA,NA
"196","Black-Sabbath","Sleeping Village","Black Sabbath","Red sun rising in the sky
Sleeping village, cock’rel’s cry
Soft breeze blowin' in the trees
Peace of mind, feel at ease"
"197","Black-Sabbath","Warning","Black Sabbath","Now, the first day that I met ya
I was looking in the sky
When the sun turned all a blur
And the thunderclouds rolled by
The sea began to shiver
And the wind began to moan
It must've been a sign for me
To leave you well alone

I was born without you, baby
But my feelings were a little bit too strong

You never said you love me
And I don't believe you can
'Cause I saw you in a dream
And you were with another man
You look so cool and casual
And I try to look the same
But now I've got to love ya
Tell me who have I to blame?

I was born without you, baby
But my feelings were a little bit too strong


Now, the whole wide world is movin'
'Cause there's iron in my heart
I just can't keep from cryin'
'Cause you say we've got to part
Sorrow grips my voice
As I stand here all alone
And watch you slowly take away
A love I've never known

I was born without you, baby
But my feelings were a little bit too strong
Just a little bit too strong



Now, the whole wide world is movin'
'Cause there's iron in my heart
I just can't keep from cryin'
'Cause you say we've got to part
Sorrow grips my voice
As I stand here all alone
And watch you slowly take away
A love I've never known

I was born without you, baby
But my feelings were a little bit too strong
Just a little bit too strong"
"198","Black-Sabbath","Wicked World","Black Sabbath","The world today is such a wicked place
Fighting going on between the human race
People go to work just to earn their bread
While people just across the sea are counting their dead

A politician's job, they say is very high
For he has to choose who's gotta go and die
They can put a man on the Moon quite easy
While people here on Earth are dying of old diseases


A woman goes to work every day after day
She just goes to work just to earn her pay
Child sitting crying by a life that's harder
He doesn't even know who is his father"
"199","Paranoid","War Pigs","Black Sabbath","Generals gathered in their masses
Just like witches at black masses
Evil minds that plot destruction
Sorcerer of death's construction
In the fields, the bodies burning
As the war machine keeps turning
Death and hatred to mankind
Poisoning their brainwashed minds
Oh, Lord, yeah


Politicians hide themselves away
They only started the war
Why should they go out to fight?
They leave that all to the poor, yeah
Time will tell on their power minds
Making war just for fun
Treating people just like pawns in chess
Wait till their judgment day comes, yeah


Now, in darkness, world stops turning
Ashes where their bodies burning
No more war pigs have the power
Hand of God has struck the hour
Day of Judgment, God is calling
On their knees, the war pigs crawling
Begging mercies for their sins
Satan, laughing, spreads his wings
Oh, Lord, yeah"
"200","Paranoid","Paranoid","Black Sabbath","Finished with my woman
'Cause she couldn't help me with my mind
People think I'm insane
Because I am frowning all the time

All day long I think of things
But nothing seems to satisfy
Think I'll lose my mind
If I don't find something to pacify

Can you help me
Occupy my brain?
Oh yeah

I need someone to show me
The things in life that I can't find
I can't see the things that make true happiness
I must be blind


Make a joke and I will sigh
And you will laugh and I will cry
Happiness, I cannot feel
And love to me is so unreal

And so, as you hear these words
Telling you now of my state
I tell you to enjoy life
I wish I could, but it's too late"
"201","Paranoid","Planet Caravan","Black Sabbath","We sail through endless skies
Stars shine like eyes
The black night sighs
The moon in silver trees
Falls down in tears
Light of the night
The Earth, a purple blaze
Of sapphire haze
In orbit always

While down below the trees
Bathed in cool breeze
Silver starlight
Breaks dawn from night
And so, we pass on by
The crimson eye
Of great god Mars
As we travel the universe"
"202","Paranoid","Iron Man","Black Sabbath","I am Iron Man

Has he lost his mind?
Can he see, or is he blind?
Can he walk at all?
Or if he moves, will he fall?

Is he alive or dead?
Has he thoughts within his head?
We'll just pass him there
Why should we even care?


He was turned to steel
In the great magnetic field
When he travelled time
For the future of mankind

Nobody wants him
He just stares at the world
Planning his vengeance
That he will soon unfold


Now the time is here
For Iron Man to spread fear
Vengeance from the grave
Kills the people he once saved

Nobody wants him
They just turn their heads
Nobody helps him
Now he has his revenge


Heavy bolts of lead
Fills his victims full of dread
Running as fast as they can
Iron Man lives again"
"203","Paranoid","Electric Funeral","Black Sabbath","Reflex in the sky warn you you're gonna die
Storm coming, you better hide from the atomic tide
Flashes in the sky turns houses into sties
Turns people into clay, radiation, minds decay

Robot minds of robot slaves
Lead them to atomic graves
Plastic flowers, melting sun
Fading moon falls upon
Dying world of radiation
Victims of man's frustration
Burning globe of obscene fire
Like electric funeral pyre

Buildings crashing down to earth's cracking ground
Rivers turn to wood, ice melt into blood
Earth lies in deathbed, clouds cry for the dead
Terrifying rain, ease the burning pain
Electric Funeral
Electric Funeral
Electric Funeral
Electric Funeral

And so, in the sky
Shines the electric eye
Supernatural king
Takes Earth under his wing
Heaven's golden chorus sings
Hell's angels flap their wings
Evil souls fall to Hell
Ever trapped in burning cells"
"204","Paranoid","Hand of Doom","Black Sabbath","What you gonna do?
Time's caught up with you
Now, you wait your turn
You know there's no return
Take your routine roles
You join the other fools
Turn to something new
Now, it's killing you

First, it was the bomb
Vietnam, napalm
Disillusioning
You push the needle in
From life, you escape
Reality's black drape
Colours in your mind
Satisfy your time

Oh, you, you know you must be blind
To do such things like this
To take the sweet that you don't know
You're giving Death a kiss
Poor little fool, now

Your mind is full of pleasure
Your body's looking ill
To you, it's shallow leisure
So drop the acid pill
Don't stop to think, now

You're having a good time, baby
But that won't last
Your mind's all full of things
You're living too fast
Go out, enjoy yourself
Don't bottle it in
You need someone to help you
Stick the needle in, yeah


Now, you know the scene
Your skin starts turning green
Your eyes no longer see
Life's reality
Push the needle in
Face Death's sickly grin
Holes are in your skin
Caused by deadly pin

Head starts spinning 'round
You fall down to the ground
Feel your body heave
Death hand starts to weave
It's too late to turn
You don't wanna learn
Price of life you hide
Now, you're gonna die"
"205","Paranoid","Rat Salad","Black Sabbath",""
"206","Paranoid","Fairies Wear Boots","Black Sabbath","Goin' home late last night
Suddenly, I got a fright
Yeah, I looked through a window and surprised what I saw
Fairy with boots are dancin' with a dwarf
Alright, now

Yeah, fairies wear boots and you gotta believe me
Yeah, I saw it, I saw it, I tell you no lies
Yeah, fairies wear boots and you gotta believe me
I saw it, I saw it with my own two eyes
Alright, now


Yeah, fairies wear boots and you gotta believe me
Yeah, I saw it, I saw it, I tell you no lies
Yeah, fairies wear boots and you gotta believe me
I saw it, I saw it with my own two eyes
Alright, now

So, I went to the doctor, see what he could give me
He said, ""Son, son, you've gone too far
'Cause smokin' and trippin' is all that you do""
Yeah!"
"207","Master-of-Reality","Sweet Leaf","Black Sabbath","*Coughing*

Alright now
Won't you listen?
When I first met you, didn't realise
I can't forget you or your surprise
You introduced me to my mind
And left me wanting you and your kind
Oh, yeah!

I love you
Oh, you know it
My life was empty, forever on a down
Until you took me, showed me around
My life is free now, my life is clear
I love you, sweet leaf
Though you can't hear
Oh, yeah!


Come on now
Try it out
Straight people don't know
What you're about
They put you down and shut you out
You gave to me a new belief
And soon the world
Will love you, sweet leaf
Oh, yeah, baby!

Come on now! Oh, yeah!
Try me out, baby! Alright!
Oh, yeah-ah
I want you part of this sweet leaf
Oh, yeah! Alright, yeah, yeah, yeah
Oh-oh, try me out
I love you, sweet leaf, oh"
